corpus speaker algo token_f-score token_precision token_recall boundary_f-score boundary_precision boundary_recall
Soderstrom the11d TPs 0.2679 0.3848 0.2055 0.5302 0.943 0.3688
Soderstrom the11d dibs 0.2193 0.2985 0.1733 0.4126 0.663 0.2995
Soderstrom the11d dmcmc 0.722 0.6583 0.7992 0.8773 0.7814 1
Soderstrom the11d puddle 0.3132 0.4557 0.2386 0.4546 0.8295 0.3131
Soderstrom the12 AGc3sf_1 0.7733 0.7582 0.7891 0.8862 0.863 0.9107
Soderstrom the12 AGc3sf_2 0.7766 0.7634 0.7903 0.8854 0.8651 0.9066
Soderstrom the12 AGc3sf_3 0.7719 0.7584 0.786 0.8863 0.8654 0.9083
Soderstrom the12 AGc3sf_4 0.7657 0.7513 0.7805 0.8808 0.8587 0.9041
Soderstrom the12 AGc3sf_5 0.7694 0.7574 0.7818 0.8839 0.8654 0.9033
Soderstrom the12 AGu_1 0.6581 0.6597 0.6565 0.806 0.8087 0.8033
Soderstrom the12 AGu_2 0.6059 0.6321 0.5818 0.7593 0.8054 0.7182
Soderstrom the12 AGu_3 0.6315 0.6441 0.6195 0.7976 0.8195 0.7769
Soderstrom the12 AGu_4 0.6461 0.6508 0.6413 0.803 0.8111 0.795
Soderstrom the12 AGu_5 0.6539 0.6525 0.6553 0.8092 0.8069 0.8116
Soderstrom the12 TPs 0.2178 0.3237 0.1641 0.4624 0.9323 0.3074
Soderstrom the12 dibs 0.2308 0.2799 0.1964 0.4054 0.5438 0.3231
Soderstrom the12 dmcmc 0.7421 0.6798 0.817 0.8794 0.7847 1
Soderstrom the12 puddle 0.3551 0.4774 0.2827 0.5054 0.82 0.3653
Soderstrom the13a AGc3sf_1 0.788 0.7614 0.8165 0.8813 0.8419 0.9246
Soderstrom the13a AGc3sf_2 0.7685 0.7395 0.7997 0.8695 0.8262 0.9175
Soderstrom the13a AGc3sf_3 0.7582 0.7272 0.792 0.8652 0.8185 0.9175
Soderstrom the13a AGc3sf_4 0.7754 0.7537 0.7984 0.8634 0.8312 0.8982
Soderstrom the13a AGc3sf_5 0.7712 0.7414 0.8036 0.8631 0.8189 0.9123
Soderstrom the13a AGu_1 0.6419 0.6714 0.615 0.7665 0.8158 0.7228
Soderstrom the13a AGu_2 0.6405 0.6728 0.6111 0.7708 0.8257 0.7228
Soderstrom the13a AGu_3 0.6415 0.6719 0.6137 0.7623 0.8131 0.7175
Soderstrom the13a AGu_4 0.6465 0.6737 0.6214 0.7685 0.8137 0.7281
Soderstrom the13a AGu_5 0.5675 0.6077 0.5323 0.6935 0.7637 0.6351
Soderstrom the13a TPs 0.2311 0.3375 0.1757 0.4629 0.8945 0.3123
Soderstrom the13a dibs 0.1965 0.3118 0.1434 0.3186 0.7566 0.2018
Soderstrom the13a dmcmc 0.7785 0.7171 0.8514 0.8875 0.7978 1
Soderstrom the13a puddle 0.2381 0.3878 0.1718 0.3413 0.8705 0.2123
Soderstrom the14a AGc3sf_1 0.7606 0.7188 0.8076 0.8608 0.7966 0.9362
Soderstrom the14a AGc3sf_2 0.7399 0.698 0.7873 0.8457 0.7807 0.9224
Soderstrom the14a AGc3sf_3 0.7308 0.6913 0.7749 0.8403 0.7788 0.9124
Soderstrom the14a AGc3sf_4 0.7646 0.7231 0.8111 0.8629 0.7994 0.9374
Soderstrom the14a AGc3sf_5 0.7732 0.728 0.8244 0.8673 0.7987 0.9487
Soderstrom the14a AGu_1 0.6565 0.6486 0.6646 0.8081 0.7944 0.8223
Soderstrom the14a AGu_2 0.638 0.6352 0.6408 0.7898 0.7849 0.7947
Soderstrom the14a AGu_3 0.6462 0.6526 0.6399 0.7881 0.7992 0.7772
Soderstrom the14a AGu_4 0.6356 0.6457 0.6258 0.7908 0.8089 0.7735
Soderstrom the14a AGu_5 0.6393 0.6396 0.639 0.7915 0.792 0.791
Soderstrom the14a TPs 0.2595 0.3744 0.1986 0.4503 0.8989 0.3004
Soderstrom the14a dibs 0.2604 0.3333 0.2136 0.3795 0.5765 0.2829
Soderstrom the14a dmcmc 0.7721 0.7079 0.8491 0.8761 0.7795 1
Soderstrom the14a puddle 0.3905 0.5388 0.3063 0.4797 0.8581 0.3329
Soderstrom the14d AGc3sf_1 0.4972 0.4627 0.5373 0.6902 0.6241 0.7719
Soderstrom the14d AGc3sf_2 0.4896 0.4562 0.5284 0.6876 0.6228 0.7675
Soderstrom the14d AGc3sf_3 0.5104 0.4767 0.5493 0.6982 0.6344 0.7763
Soderstrom the14d AGc3sf_4 0.509 0.4766 0.5463 0.697 0.6354 0.7719
Soderstrom the14d AGc3sf_5 0.4979 0.4661 0.5343 0.6891 0.6282 0.7632
Soderstrom the14d AGu_1 0.5255 0.5449 0.5075 0.6882 0.7268 0.6535
Soderstrom the14d AGu_2 0.5192 0.5348 0.5045 0.6728 0.7033 0.6447
Soderstrom the14d AGu_3 0.5183 0.5296 0.5075 0.6697 0.6916 0.6491
Soderstrom the14d AGu_4 0.5381 0.5617 0.5164 0.6667 0.7114 0.6272
Soderstrom the14d AGu_5 0.4805 0.4834 0.4776 0.6018 0.6071 0.5965
Soderstrom the14d TPs 0.2578 0.3729 0.197 0.4027 0.8571 0.2632
Soderstrom the14d dibs 0.2146 0.3333 0.1582 0.2643 0.7115 0.1623
Soderstrom the14d dmcmc 0.6487 0.5685 0.7552 0.8057 0.6746 1
Soderstrom the14d puddle 0.2079 0.3425 0.1493 0.1798 0.6154 0.1053
Soderstrom the15a AGu_1 0.6066 0.5887 0.6257 0.7473 0.7183 0.7786
Soderstrom the15a AGu_2 0.6499 0.6374 0.6629 0.7658 0.7464 0.7863
Soderstrom the15a AGu_3 0.6394 0.6306 0.6486 0.7715 0.7574 0.7863
Soderstrom the15a AGu_4 0.6215 0.6016 0.6429 0.7628 0.7308 0.7977
Soderstrom the15a AGu_5 0.6124 0.592 0.6343 0.7614 0.7282 0.7977
Soderstrom the15a TPs 0.2299 0.3488 0.1714 0.4335 0.8929 0.2863
Soderstrom the15a dibs 0.2573 0.4049 0.1886 0.3858 0.8667 0.2481
Soderstrom the15a dmcmc 0.7359 0.6674 0.82 0.8675 0.7661 1
Soderstrom the15a puddle 0.1295 0.2959 0.08286 0.07353 1 0.03817
Soderstrom the15b AGu_1 0.707 0.6983 0.7159 0.8322 0.818 0.8469
Soderstrom the15b AGu_2 0.7236 0.7147 0.7328 0.8406 0.8263 0.8555
Soderstrom the15b AGu_3 0.691 0.692 0.6899 0.8262 0.828 0.8244
Soderstrom the15b AGu_4 0.7014 0.6925 0.7106 0.8339 0.8192 0.849
Soderstrom the15b AGu_5 0.7024 0.6974 0.7075 0.8309 0.8227 0.8394
Soderstrom the15b TPs 0.2682 0.379 0.2075 0.4965 0.9242 0.3394
Soderstrom the15b dibs 0.2955 0.3794 0.242 0.4272 0.6464 0.3191
Soderstrom the15b dmcmc 0.7572 0.6929 0.8346 0.8751 0.7779 1
Soderstrom the15b puddle 0.4242 0.5596 0.3415 0.5386 0.8612 0.3919
Soderstrom the15c AGc3sf_1 0.7179 0.647 0.8063 0.8363 0.7288 0.981
Soderstrom the15c AGc3sf_2 0.7056 0.6447 0.7793 0.828 0.7341 0.9494
Soderstrom the15c AGc3sf_3 0.7259 0.6581 0.8093 0.8411 0.7384 0.9768
Soderstrom the15c AGc3sf_4 0.7188 0.6524 0.8003 0.8353 0.7344 0.9684
Soderstrom the15c AGc3sf_5 0.7196 0.6516 0.8033 0.8377 0.7345 0.9747
Soderstrom the15c AGu_1 0.5944 0.5882 0.6006 0.7422 0.7316 0.7532
Soderstrom the15c AGu_2 0.6197 0.6192 0.6201 0.7713 0.7705 0.7722
Soderstrom the15c AGu_3 0.6216 0.6216 0.6216 0.7722 0.7722 0.7722
Soderstrom the15c AGu_4 0.6177 0.6109 0.6246 0.7643 0.7526 0.7764
Soderstrom the15c AGu_5 0.6508 0.6455 0.6562 0.7946 0.7856 0.8038
Soderstrom the15c TPs 0.2637 0.3673 0.2057 0.4763 0.8619 0.3291
Soderstrom the15c dibs 0.2901 0.4469 0.2147 0.3588 0.8438 0.2278
Soderstrom the15c dmcmc 0.722 0.6432 0.8228 0.836 0.7182 1
Soderstrom the15c puddle 0.241 0.358 0.1817 0.3097 0.6575 0.2025
Soderstrom the16 AGc3sf_1 0.7923 0.7452 0.8457 0.8897 0.8222 0.9693
Soderstrom the16 AGc3sf_2 0.7891 0.7421 0.8425 0.8875 0.8199 0.9672
Soderstrom the16 AGc3sf_3 0.7876 0.7402 0.8415 0.8873 0.819 0.9679
Soderstrom the16 AGc3sf_4 0.7832 0.7344 0.8389 0.8857 0.8154 0.9693
Soderstrom the16 AGc3sf_5 0.7887 0.7409 0.8431 0.888 0.8193 0.9693
Soderstrom the16 AGu_1 0.6841 0.6795 0.6888 0.8289 0.8216 0.8365
Soderstrom the16 AGu_2 0.6763 0.6765 0.6761 0.8165 0.8168 0.8162
Soderstrom the16 AGu_3 0.6709 0.6796 0.6625 0.8074 0.8214 0.7939
Soderstrom the16 AGu_4 0.6489 0.6448 0.653 0.8018 0.7952 0.8085
Soderstrom the16 AGu_5 0.6804 0.6716 0.6893 0.8201 0.8062 0.8344
Soderstrom the16 TPs 0.2491 0.3558 0.1917 0.5126 0.9171 0.3557
Soderstrom the16 dibs 0.2399 0.2571 0.2249 0.455 0.5004 0.4172
Soderstrom the16 dmcmc 0.7481 0.6838 0.8257 0.8791 0.7842 1
Soderstrom the16 puddle 0.4032 0.5052 0.3354 0.5567 0.7806 0.4326
Soderstrom the17a AGu_1 0.7023 0.7033 0.7013 0.8154 0.8171 0.8137
Soderstrom the17a AGu_2 0.7088 0.7292 0.6896 0.8348 0.8691 0.8031
Soderstrom the17a AGu_3 0.7186 0.7291 0.7083 0.8462 0.8638 0.8292
Soderstrom the17a AGu_4 0.7008 0.7111 0.6908 0.827 0.8443 0.8105
Soderstrom the17a AGu_5 0.7066 0.7157 0.6978 0.8324 0.8476 0.8178
Soderstrom the17a TPs 0.2667 0.3745 0.2071 0.4923 0.9039 0.3382
Soderstrom the17a dibs 0.2705 0.3196 0.2345 0.4086 0.5299 0.3325
Soderstrom the17a dmcmc 0.7528 0.6883 0.8308 0.8734 0.7753 1
Soderstrom the17a puddle 0.471 0.5831 0.395 0.6132 0.8659 0.4747
Suppes nina01 AGc3sf_1 0.8756 0.8536 0.8988 0.942 0.9117 0.9743
Suppes nina01 AGc3sf_2 0.8748 0.8534 0.8972 0.9419 0.9125 0.9733
Suppes nina01 AGc3sf_3 0.8714 0.8507 0.8931 0.9399 0.9114 0.9702
Suppes nina01 AGc3sf_4 0.8847 0.864 0.9064 0.9466 0.9183 0.9767
Suppes nina01 AGc3sf_5 0.8797 0.8577 0.9027 0.9436 0.9136 0.9757
Suppes nina01 AGu_1 0.7311 0.7164 0.7465 0.8599 0.8377 0.8833
Suppes nina01 AGu_2 0.757 0.7394 0.7754 0.8749 0.8489 0.9026
Suppes nina01 AGu_3 0.7463 0.7375 0.7553 0.871 0.8577 0.8847
Suppes nina01 AGu_4 0.7354 0.7188 0.7527 0.8607 0.8359 0.887
Suppes nina01 AGu_5 0.7167 0.7151 0.7183 0.8511 0.8487 0.8536
Suppes nina01 TPs 0.2652 0.3744 0.2053 0.5677 0.969 0.4014
Suppes nina01 dibs 0.2129 0.2262 0.2011 0.4435 0.4808 0.4116
Suppes nina01 puddle 0.5253 0.5916 0.4724 0.708 0.8333 0.6155
Suppes nina02 AGc3sf_1 0.8968 0.8794 0.9148 0.9512 0.9285 0.975
Suppes nina02 AGc3sf_2 0.8834 0.8695 0.8978 0.9412 0.9229 0.9602
Suppes nina02 AGc3sf_3 0.8993 0.8796 0.92 0.9523 0.9266 0.9795
Suppes nina02 AGc3sf_4 0.9019 0.8883 0.9158 0.9522 0.9345 0.9705
Suppes nina02 AGc3sf_5 0.9115 0.8982 0.9251 0.9572 0.94 0.975
Suppes nina02 AGu_1 0.6955 0.69 0.7011 0.8485 0.8403 0.857
Suppes nina02 AGu_2 0.7363 0.7353 0.7372 0.8658 0.8645 0.8672
Suppes nina02 AGu_3 0.7587 0.7652 0.7522 0.8823 0.8919 0.873
Suppes nina02 AGu_4 0.7534 0.7475 0.7594 0.8777 0.8692 0.8865
Suppes nina02 AGu_5 0.7254 0.7193 0.7315 0.8607 0.8518 0.8698
Suppes nina04 AGc3sf_1 0.8688 0.8495 0.889 0.9422 0.9166 0.9693
Suppes nina04 AGc3sf_2 0.8708 0.8522 0.8902 0.9434 0.9188 0.9693
Suppes nina04 AGc3sf_3 0.8701 0.8521 0.889 0.9426 0.9186 0.9679
Suppes nina04 AGc3sf_4 0.8635 0.8445 0.8833 0.9391 0.9139 0.9658
Suppes nina04 AGc3sf_5 0.8673 0.8495 0.8859 0.9416 0.9179 0.9665
Suppes nina04 AGu_1 0.7157 0.6989 0.7332 0.862 0.8374 0.8882
Suppes nina04 AGu_2 0.7077 0.6876 0.729 0.8529 0.8234 0.8847
Suppes nina04 AGu_3 0.696 0.6819 0.7107 0.8436 0.8227 0.8656
Suppes nina04 AGu_4 0.6862 0.6733 0.6996 0.8369 0.8176 0.8571
Suppes nina04 AGu_5 0.7002 0.6857 0.7153 0.8514 0.8299 0.8741
Suppes nina07 AGc3sf_1 0.8509 0.8158 0.8891 0.932 0.8855 0.9837
Suppes nina07 AGc3sf_2 0.8785 0.8512 0.9077 0.9446 0.9089 0.9833
Suppes nina07 AGc3sf_3 0.8698 0.8414 0.9002 0.9405 0.9032 0.9811
Suppes nina07 AGc3sf_4 0.8714 0.8416 0.9034 0.9411 0.9019 0.9837
Suppes nina07 AGc3sf_5 0.8631 0.832 0.8966 0.9374 0.8964 0.9824
Suppes nina07 AGu_1 0.7024 0.6677 0.7408 0.8534 0.8026 0.9111
Suppes nina07 AGu_2 0.6961 0.6588 0.738 0.8531 0.798 0.9164
Suppes nina07 AGu_3 0.7117 0.6824 0.7437 0.8595 0.8166 0.9071
Suppes nina07 AGu_4 0.7059 0.6793 0.7348 0.8573 0.8181 0.9005
Suppes nina07 AGu_5 0.7198 0.6888 0.7537 0.8619 0.817 0.912
Suppes nina07 TPs 0.2463 0.3476 0.1907 0.5796 0.9443 0.4181
Suppes nina07 dibs 0.2888 0.3474 0.2471 0.534 0.6819 0.4388
Suppes nina07 puddle 0.3626 0.4882 0.2884 0.543 0.8203 0.4058
Suppes nina13 AGc3sf_1 0.8771 0.8503 0.9056 0.9441 0.9089 0.9821
Suppes nina13 AGc3sf_2 0.8816 0.8542 0.9108 0.946 0.9101 0.9848
Suppes nina13 AGc3sf_3 0.8826 0.8553 0.9117 0.9469 0.9111 0.9856
Suppes nina13 AGc3sf_4 0.8789 0.8497 0.9102 0.9461 0.9078 0.9878
Suppes nina13 AGc3sf_5 0.8815 0.855 0.9096 0.9466 0.9119 0.984
Suppes nina13 AGu_1 0.6781 0.673 0.6833 0.8404 0.8325 0.8483
Suppes nina13 AGu_2 0.7055 0.6909 0.7207 0.8547 0.833 0.8776
Suppes nina13 AGu_3 0.7167 0.7063 0.7275 0.8601 0.8446 0.8761
Suppes nina13 AGu_4 0.7105 0.6853 0.7376 0.8579 0.8208 0.8985
Suppes nina13 AGu_5 0.7001 0.6876 0.7131 0.8467 0.8281 0.8662
Suppes nina14 AGc3sf_1 0.8681 0.8378 0.9008 0.9413 0.9008 0.9855
Suppes nina14 AGc3sf_2 0.8771 0.8495 0.9065 0.9459 0.9093 0.9855
Suppes nina14 AGc3sf_3 0.8661 0.8352 0.8993 0.9404 0.8993 0.9855
Suppes nina14 AGc3sf_4 0.8685 0.8382 0.9011 0.9411 0.9008 0.9852
Suppes nina14 AGc3sf_5 0.8655 0.8352 0.8981 0.9413 0.9008 0.9855
Suppes nina14 AGu_1 0.6949 0.6828 0.7074 0.8553 0.8369 0.8746
Suppes nina14 AGu_2 0.7342 0.72 0.7488 0.8749 0.8541 0.8968
Suppes nina14 AGu_3 0.7199 0.7075 0.7328 0.8654 0.8469 0.8847
Suppes nina14 AGu_4 0.7148 0.6972 0.7333 0.863 0.8368 0.8909
Suppes nina14 AGu_5 0.7049 0.6936 0.7165 0.8572 0.8402 0.8749
Suppes nina15 AGc3sf_1 0.8575 0.8223 0.8958 0.9344 0.8878 0.9862
Suppes nina15 AGc3sf_2 0.8588 0.823 0.8978 0.9348 0.8875 0.9875
Suppes nina15 AGc3sf_3 0.8515 0.8151 0.8912 0.9305 0.8822 0.9843
Suppes nina15 AGc3sf_4 0.862 0.8291 0.8976 0.9394 0.8958 0.9875
Suppes nina15 AGc3sf_5 0.8569 0.8244 0.892 0.9367 0.8934 0.9843
Suppes nina15 AGu_1 0.7369 0.7215 0.753 0.8764 0.8539 0.9001
Suppes nina15 AGu_2 0.7411 0.7172 0.7666 0.8812 0.8466 0.9189
Suppes nina15 AGu_4 0.7256 0.7051 0.7474 0.8744 0.8441 0.907
Suppes nina15 AGu_5 0.7353 0.7069 0.7661 0.8765 0.8352 0.922
Suppes nina16 AGc3sf_1 0.8191 0.7747 0.8688 0.9219 0.8622 0.9906
Suppes nina16 AGc3sf_2 0.8295 0.7873 0.8765 0.9246 0.8682 0.9887
Suppes nina16 AGc3sf_3 0.8551 0.8197 0.8937 0.9364 0.8898 0.9881
Suppes nina16 AGc3sf_4 0.8514 0.817 0.8887 0.9351 0.8898 0.9854
Suppes nina16 AGc3sf_5 0.848 0.8109 0.8887 0.9333 0.8842 0.9881
Suppes nina16 AGu_1 0.7282 0.7051 0.7528 0.8734 0.84 0.9096
Suppes nina16 AGu_2 0.7518 0.7318 0.7729 0.8835 0.855 0.9139
Suppes nina16 AGu_3 0.7514 0.7289 0.7754 0.8868 0.8546 0.9215
Suppes nina16 AGu_4 0.7339 0.7135 0.7555 0.8741 0.8447 0.9056
Suppes nina16 AGu_5 0.7143 0.6961 0.7334 0.8644 0.8378 0.8928
Suppes nina17 AGc3sf_1 0.8627 0.8328 0.8948 0.9371 0.8976 0.9802
Suppes nina17 AGc3sf_2 0.8439 0.8094 0.8814 0.9295 0.8835 0.9805
Suppes nina17 AGc3sf_3 0.8508 0.8182 0.8859 0.9331 0.8899 0.9808
Suppes nina17 AGc3sf_4 0.8463 0.813 0.8825 0.9317 0.8872 0.9808
Suppes nina17 AGc3sf_5 0.8662 0.838 0.8964 0.9404 0.9032 0.9808
Suppes nina17 AGu_1 0.7609 0.7374 0.7858 0.8861 0.8529 0.922
Suppes nina17 AGu_2 0.7384 0.7212 0.7564 0.8729 0.8481 0.8991
Suppes nina17 AGu_3 0.7038 0.6838 0.725 0.8538 0.8243 0.8856
Suppes nina17 AGu_4 0.7091 0.6814 0.7392 0.8613 0.8204 0.9064
Suppes nina17 AGu_5 0.7135 0.6899 0.7387 0.8625 0.8279 0.9001
Suppes nina19 AGc3sf_1 0.8493 0.8165 0.8848 0.9335 0.89 0.9814
Suppes nina19 AGc3sf_2 0.8628 0.8321 0.8958 0.9397 0.8992 0.9839
Suppes nina19 AGc3sf_3 0.8599 0.8275 0.8948 0.9386 0.896 0.9855
Suppes nina19 AGc3sf_4 0.8469 0.8107 0.8866 0.9331 0.885 0.9867
Suppes nina19 AGc3sf_5 0.8542 0.8218 0.8894 0.9354 0.8924 0.9826
Suppes nina19 AGu_1 0.7445 0.7239 0.7662 0.887 0.8574 0.9188
Suppes nina19 AGu_2 0.7567 0.7266 0.7894 0.8917 0.8489 0.939
Suppes nina19 AGu_3 0.7918 0.7671 0.8182 0.9046 0.8704 0.9416
Suppes nina19 AGu_4 0.7461 0.7276 0.7654 0.8812 0.8548 0.9093
Suppes nina19 AGu_5 0.7453 0.7228 0.7693 0.8851 0.8528 0.9201
Suppes nina27 AGu_1 0.7176 0.6943 0.7425 0.8657 0.8312 0.9032
Suppes nina27 AGu_2 0.7158 0.6967 0.7361 0.8644 0.8359 0.8949
Suppes nina27 AGu_3 0.7128 0.686 0.7418 0.8604 0.8208 0.9041
Suppes nina27 AGu_4 0.717 0.6878 0.7487 0.865 0.8219 0.9127
Suppes nina27 AGu_5 0.7208 0.6924 0.7515 0.8646 0.8229 0.9107
Suppes nina28 AGc3sf_1 0.8698 0.8394 0.9025 0.9391 0.8988 0.9832
Suppes nina28 AGc3sf_2 0.8725 0.8428 0.9044 0.9396 0.9003 0.9825
Suppes nina28 AGc3sf_3 0.8651 0.8335 0.8992 0.9361 0.8942 0.9822
Suppes nina28 AGc3sf_4 0.8711 0.8412 0.9033 0.9395 0.8998 0.9828
Suppes nina28 AGc3sf_5 0.8723 0.8429 0.9038 0.9398 0.9008 0.9822
Suppes nina28 AGu_1 0.7127 0.6831 0.7449 0.8567 0.8133 0.9051
Suppes nina28 AGu_2 0.7322 0.7039 0.7628 0.8679 0.8268 0.9132
Suppes nina28 AGu_3 0.7114 0.6887 0.7356 0.8595 0.8258 0.8961
Suppes nina28 AGu_4 0.6985 0.6707 0.7286 0.8518 0.8103 0.8977
Suppes nina28 AGu_5 0.7236 0.6967 0.7527 0.8619 0.8226 0.9051
Suppes nina29 AGc3sf_1 0.8502 0.8243 0.8777 0.9325 0.8978 0.9699
Suppes nina29 AGc3sf_2 0.8483 0.8237 0.8743 0.9315 0.8986 0.967
Suppes nina29 AGc3sf_3 0.8472 0.821 0.8751 0.9303 0.8952 0.9683
Suppes nina29 AGc3sf_4 0.8483 0.8236 0.8746 0.9316 0.8984 0.9673
Suppes nina29 AGc3sf_5 0.845 0.8212 0.8701 0.9301 0.8981 0.9644
Suppes nina29 AGu_1 0.7198 0.7086 0.7314 0.8681 0.8515 0.8854
Suppes nina29 AGu_2 0.71 0.6937 0.7272 0.8634 0.839 0.8893
Suppes nina29 AGu_3 0.731 0.7147 0.7481 0.8731 0.8491 0.8983
Suppes nina29 AGu_4 0.7275 0.708 0.7481 0.8697 0.8412 0.9003
Suppes nina29 AGu_5 0.7236 0.7072 0.7408 0.8686 0.8444 0.8941
Suppes nina32 AGc3sf_1 0.8358 0.7972 0.8782 0.927 0.8756 0.9848
Suppes nina32 AGc3sf_2 0.8127 0.7681 0.8628 0.917 0.8567 0.9865
Suppes nina32 AGc3sf_3 0.8198 0.7773 0.8672 0.9209 0.8637 0.9862
Suppes nina32 AGc3sf_4 0.8255 0.7822 0.8739 0.9227 0.8646 0.989
Suppes nina32 AGc3sf_5 0.8302 0.7887 0.8764 0.9245 0.869 0.9876
Suppes nina32 AGu_1 0.7352 0.7053 0.7677 0.8782 0.8352 0.9258
Suppes nina32 AGu_2 0.7546 0.7292 0.7819 0.8892 0.8529 0.9287
Suppes nina32 AGu_3 0.7528 0.7228 0.7854 0.8855 0.843 0.9326
Suppes nina32 AGu_4 0.7412 0.7151 0.7693 0.8806 0.8431 0.9216
Suppes nina32 AGu_5 0.7558 0.7262 0.7879 0.8877 0.8458 0.934
Suppes nina33 AGc3sf_1 0.8707 0.8389 0.905 0.9429 0.9014 0.9885
Suppes nina33 AGc3sf_2 0.8695 0.8386 0.9028 0.9416 0.9011 0.9858
Suppes nina33 AGc3sf_3 0.8686 0.8388 0.9007 0.9418 0.9027 0.9843
Suppes nina33 AGc3sf_4 0.8219 0.778 0.871 0.9204 0.8616 0.9879
Suppes nina33 AGc3sf_5 0.8582 0.8247 0.8946 0.9362 0.8921 0.9849
Suppes nina33 AGu_1 0.7257 0.7009 0.7524 0.8709 0.8349 0.9102
Suppes nina33 AGu_2 0.7351 0.7117 0.7601 0.8749 0.8412 0.9113
Suppes nina33 AGu_3 0.7132 0.6856 0.7432 0.8641 0.8237 0.9087
Suppes nina33 AGu_4 0.7211 0.7041 0.7389 0.8694 0.8445 0.8957
Suppes nina33 AGu_5 0.7434 0.715 0.7741 0.8815 0.8409 0.9261
Suppes nina34 AGc3sf_1 0.8782 0.8541 0.9036 0.9424 0.9105 0.9766
Suppes nina34 AGc3sf_2 0.8734 0.8494 0.8988 0.9391 0.9072 0.9734
Suppes nina34 AGc3sf_3 0.8756 0.8497 0.9031 0.941 0.9067 0.978
Suppes nina34 AGc3sf_4 0.8753 0.8495 0.9028 0.9417 0.9074 0.9787
Suppes nina34 AGc3sf_5 0.8719 0.8461 0.8994 0.9385 0.9041 0.9755
Suppes nina34 AGu_1 0.7388 0.7121 0.7677 0.8693 0.8305 0.9118
Suppes nina34 AGu_2 0.7175 0.6852 0.753 0.8635 0.8159 0.9171
Suppes nina34 AGu_3 0.7098 0.687 0.734 0.8522 0.8185 0.8887
Suppes nina34 AGu_4 0.7414 0.7081 0.7781 0.8692 0.8212 0.9231
Suppes nina34 AGu_5 0.7269 0.7002 0.7558 0.8601 0.8211 0.9029
Suppes nina35 AGc3sf_1 0.8565 0.8286 0.8863 0.935 0.8979 0.9753
Suppes nina35 AGc3sf_2 0.8598 0.8308 0.8908 0.9369 0.8985 0.9788
Suppes nina35 AGc3sf_3 0.8657 0.8394 0.8936 0.9401 0.9053 0.9777
Suppes nina35 AGc3sf_4 0.8594 0.8313 0.8894 0.9365 0.8992 0.977
Suppes nina35 AGc3sf_5 0.8418 0.8074 0.8793 0.9296 0.8835 0.9809
Suppes nina35 AGu_1 0.7667 0.7413 0.7939 0.8926 0.8565 0.9318
Suppes nina35 AGu_2 0.7667 0.7396 0.7959 0.8892 0.8509 0.9311
Suppes nina35 AGu_3 0.7582 0.7296 0.7892 0.8863 0.8455 0.9311
Suppes nina35 AGu_4 0.7855 0.7588 0.8141 0.9005 0.8632 0.9412
Suppes nina35 AGu_5 0.767 0.7403 0.7956 0.8906 0.8529 0.9318
Suppes nina35 TPs 0.2297 0.3303 0.176 0.5585 0.9422 0.3969
Suppes nina35 dibs 0.2676 0.3311 0.2246 0.4852 0.646 0.3885
Suppes nina35 puddle 0.5335 0.6089 0.4747 0.7174 0.8522 0.6195
Suppes nina36 AGc3sf_1 0.828 0.788 0.8723 0.9238 0.8694 0.9854
Suppes nina36 AGc3sf_2 0.8494 0.8145 0.8874 0.9321 0.8853 0.9843
Suppes nina36 AGc3sf_3 0.8406 0.8032 0.8817 0.9288 0.8782 0.9854
Suppes nina36 AGc3sf_4 0.8234 0.7828 0.8685 0.9206 0.8653 0.9835
Suppes nina36 AGc3sf_5 0.8343 0.7972 0.8751 0.9247 0.8744 0.9811
Suppes nina36 AGu_1 0.7041 0.6707 0.7411 0.8576 0.8079 0.9138
Suppes nina36 AGu_2 0.6892 0.656 0.726 0.8501 0.8002 0.9067
Suppes nina36 AGu_3 0.6818 0.6494 0.7174 0.8466 0.7977 0.902
Suppes nina36 AGu_4 0.6939 0.6596 0.7319 0.8511 0.7999 0.9094
Suppes nina36 AGu_5 0.6935 0.6628 0.7272 0.8508 0.8048 0.9024
Suppes nina37 AGc3sf_1 0.8487 0.815 0.8853 0.9287 0.8834 0.9788
Suppes nina37 AGc3sf_2 0.8521 0.8198 0.8871 0.9299 0.8866 0.9777
Suppes nina37 AGc3sf_3 0.8573 0.8242 0.8933 0.9325 0.8881 0.9814
Suppes nina37 AGc3sf_4 0.8561 0.8234 0.8915 0.9328 0.889 0.9811
Suppes nina37 AGc3sf_5 0.8521 0.8205 0.8862 0.9297 0.8873 0.9762
Suppes nina37 AGu_1 0.7214 0.7011 0.743 0.8637 0.8336 0.8961
Suppes nina37 AGu_2 0.7041 0.6911 0.7175 0.8537 0.8342 0.8742
Suppes nina37 AGu_3 0.7271 0.7065 0.749 0.8657 0.8353 0.8983
Suppes nina37 AGu_4 0.7379 0.714 0.7635 0.8734 0.8385 0.9113
Suppes nina37 AGu_5 0.7333 0.7098 0.7584 0.8703 0.8359 0.9076
Suppes nina37 TPs 0.2171 0.319 0.1645 0.5402 0.9566 0.3764
Suppes nina37 dibs 0.2923 0.3438 0.2543 0.5361 0.6657 0.4488
Suppes nina37 dmcmc 0.7931 0.7378 0.8574 0.9078 0.8312 1
Suppes nina37 puddle 0.5689 0.6388 0.5127 0.734 0.8545 0.6433
