agey	e/Ji
swire	swYr
swirl	swRl
swirled	swRld
swirling	swR/lIn
swirls	swRlz
swirsky	swR/ski
swish	swIS
swished	swIst
swisher	swI/sR
swishes	swI/sIz
swiss	swIs
swissair	swI/sEr
swisshelm	swI/sIlm
swisshelm	(1)	/swI/shElm
swistak	swI/st^k
switaj	swI/tY
switala	swI/ta/l^
switalski	swI/tal/ski
switch	swIC
switchblade	swIC/bled
switchblades	swIC/bledz
switchboard	swIC/bcrd
switchboards	swIC/bcrdz
switched	swICt
switcher	swI/CR
switchers	swI/CRz
switches	swI/C^z
switches	(1)	/swI/CIz
switching	swI/CIn
switzer	swIt/sR
switzerland	swIt/sR/l^nd
switzerland's	swIt/sR/l^ndz
swivel	swI/v^l
swiveled	swI/v^ld
swiveling	swI/v^/lIn
swiveling	(1)	/swIv/lIn
swivels	swI/v^lz
swoboda	swo/bo/d^
swofford	swa/fRd
swogger	swa/gR
swollen	swo/lIn
swonger	swc/nR
swoon	swun
swooned	swund
swooning	swu/nIn
swoop	swup
swoope	swup
swooped	swupt
swooping	swu/pIn
swoops	swups
swoosh	swUS
swooshed	swust
swope	swop
swopes	swops
swor	swR
sword	scrd
swordfish	scrd/fIs
swordfish's	scrd/fI/sIz
swordlike	scrd/lYk
swordplay	scrd/ple
swordplays	scrd/plez
swords	scrdz
swore	swcr
sworn	swcrn
swoveland	swov/l^nd
swoyer	swO/R
swum	sw^m
swung	sw^n
swyers	swY/Rz
swygert	swI/gRt
swyto	swi/to
sy	sY
sybase	sY/bes
sybase's	sY/be/sIz
sybert	sI/bRt
sybil	sI/bIl
sybilla	sI/bI/l^
sybille	sI/bIl
sybron	sI/br^n
sycamore	sI/k^/mcr
sycara	sI/ka/r^
sycophantic	sI/k^/f@n/tIk
syd	sId
sydell	sY/dEl
syders	sY/dRz
syders'	sY/dRz
sydney	sId/ni
sydney's	sId/niz
sydnor	sId/nR
sydow	sI/do
syed	sYd
syers	sY/Rz
syfert	sI/fRt
sygma	sIg/m^
sykes	sYks
sykora	sI/kc/r^
syler	sY/lR
sylla	sI/l^
syllabic	s^/l@/bIk
syllable	sI/l^/b^l
syllables	sI/l^/b^lz
syllabus	sI/l^/b^s
sylmar	sIl/mar
sylph	sIlf
sylphide	sIl/fId
sylva	sIl/v^
sylvain	sIl/ven
sylvan	sIl/v^n
sylvana	sIl/v@/n^
sylvania	sIl/ve/ni/^
sylvanus	sIl/v^/nIs
sylvest	sIl/vEst
sylvester	sIl/vE/stR
sylvestre	sIl/vE/stR
sylvia	sIl/vi/^
sylvia's	sIl/vi/^z
sylvie	sIl/vi
sylvio	sIl/vi/o
sylvio's	sIl/vi/oz
sylvite	sIl/vYt
sym	sIm
symanski	sI/m@n/ski
symantec	sI/m@n/tEk
symantec's	sI/m@n/tEks
symbion	sIm/bi/^n
symbion's	sIm/bi/^nz
symbiosis	sIm/bY/o/s^s
symbiotic	sIm/bi/a/tIk
symbol	sIm/b^l
symbol's	sIm/b^lz
symbolic	sIm/ba/lIk
symbolically	sIm/ba/lI/k^/li
symbolically	(1)	/sIm/ba/lI/kli
symbolics	sIm/ba/lIks
symbolism	sIm/b^/lI/z^m
symbolists	sIm/b^/l^sts
symbolists	(1)	/sIm/b^/lIsts
symbolize	sIm/b^/lYz
symbolized	sIm/b^/lYzd
symbolizes	sIm/b^/lY/zIz
symbolizing	sIm/b^/lY/zIn
symbols	sIm/b^lz
syme	sYm
symes	sYmz
symington	sI/mIn/t^n
symmes	sImz
symmetrical	s^/mE/trI/k^l
symmetrically	s^/mE/trI/kli
symmetry	sI/m^/tri
symmonds	sI/m^ndz
symms	sImz
symon	sI/m^n
symonds	sI/m^ndz
symons	sI/m^nz
sympathetic	sIm/p^/tE/tIk
sympathetically	sIm/p^/tE/tI/k^/li
sympathetically	(1)	/sIm/p^/tE/tI/kli
sympathies	sIm/p^/tiz
sympathize	sIm/p^/tYz
sympathized	sIm/p^/tYzd
sympathizer	sIm/p^/tY/zR
sympathizers	sIm/p^/tY/zRz
sympathizes	sIm/p^/tY/zIz
sympathizing	sIm/p^/tY/zIn
sympathy	sIm/p^/ti
symphonic	sIm/fa/nIk
symphonies	sIm/f^/niz
symphony	sIm/fx/ni
symphony's	sIm/f^/niz
symposium	sIm/po/zi/^m
symposiums	sIm/po/zi/^mz
sympson	sImp/s^n
symptom	sImp/t^m
symptomatic	sImp/t^/m@/tIk
symptoms	sImp/t^mz
syms	sImz
symtron	sIm/tran
syn	sIn
syna	sI/n^
synagogue	sI/n^/gcg
synagogues	sI/n^/gcgz
synalloy	sI/n@/lO
synalloy's	sI/n@/lOz
synan	sY/n^n
synapse	sI/@ps
synapses	sI/@p/sIz
synar	sI/nar
synar	(1)	/sY/nar
synbiotics	sIn/bi/a/tIks
synbiotics	(1)	/sIm/bi/a/tIks
sync	sInk
synch	sInC
synchro	sIn/kro
synchronic	sIn/kra/nIk
synchronicity	sIn/kr^/nI/sI/ti
synchronization	sIn/kr^/n^/ze/s^n
synchronize	sIn/kr^/nYz
synchronized	sIn/kr^/nYzd
synchronizes	sIn/kr^/nY/zIz
synchronizing	sIn/kr^/nY/zIn
syncom	sIn/kam
syncopal	sIn/k^/p^
syncopate	sIn/k^/pet
syncopated	sIn/k^/pe/tId
syncopation	sIn/k^/pe/s^n
syncope	sIn/k^/pi
syncor	sIn/kcr
synder	sIn/dR
syndicate	sIn/dI/k^t
syndicate	(1)	/sIn/d^/ket
syndicate's	sIn/dI/k^ts
syndicated	sIn/dI/ke/tId
syndicates	sIn/dI/kets
syndicates	(1)	/sIn/dI/k^ts
syndicating	sIn/dI/ke/tIn
syndication	sIn/dI/ke/s^n
syndications	sIn/dI/ke/s^nz
syndicator	sIn/dI/ke/tR
syndicators	sIn/dI/ke/tRz
syndicats	sIn/dI/kIts
syndrich	sI/drIC
syndrome	sIn/drom
syndromes	sIn/dromz
synergen	sI/nR/gEn
synergen's	sI/nR/gEnz
synergetic	sI/nR/gE/tIk
synergies	sI/nR/giz
synergism	sI/nR/gI/z^m
synergistic	sI/nR/gI/stIk
synergy	sI/nR/gi
synergy's	sI/nR/giz
syngman	sIn/m^n
synhorst	sIn/hcrst
synnott	sI/n^t
synod	sI/n^d
synod's	sI/n^dz
synonym	sI/n^/nIm
synonymous	s^/na/n^/m^s
synonymously	s^/na/n^/m^/sli
synopsis	sI/nap/sIs
synoptic	sI/nap/tIk
synoptics	sI/nap/tIks
synovus	s^/no/v^s
synovus	(1)	/sY/no/v^s
syntax	sIn/t@ks
syntech	sIn/tEk
syntex	sIn/tEks
syntex's	sIn/tEk/sIz
syntheses	sIn/t^/sis
synthesis	sIn/t^/s^s
synthesize	sIn/t^/sYz
synthesized	sIn/Tx/sYzd
synthesizer	sIn/t^/sY/zR
synthesizers	sIn/t^/sY/zRz
synthesizing	sIn/t^/sY/zIn
synthetic	sIn/tE/tIk
synthetically	sIn/tE/tI/kli
synthetics	sIn/tE/tIks
syntrex	sIn/tr^ks
syp	sYp
syp	(1)	/E/swY/pi
sypher	sI/fR
syphers	sI/fRz
syphilis	sI/f^/lIs
syphon	sY/f^n
sypniewski	sIp/ni/Ef/ski
sypniewski	(1)	/sIp/nu/ski
sypolt	sI/polt
syracuse	sI/r^/kyuz
syrek	sI/rIk
syria	sI/ri/^
syria's	sI/ri/^z
syrian	sI/ri/^n
syrians	sI/ri/^nz
syring	sY/rIn
syringe	sR/Ing
syringe	(1)	/sI/rIng
syringes	sR/In/g^z
syron	sY/r^n
syrup	sI/rxp
syrup	sI/rxp
syrups	sR/^ps
sysco	sI/sko
syscon	sY/sk^n
syscon's	sY/sk^nz
system	sIs/txm
system's	sI/st^mz
systemat	sI/st^/m@t
systematic	sI/st^/m@/tIk
systematically	sI/st^/m@/tI/kli
systematics	sI/st^/m@/tIks
systemhouse	sI/st^m/hWs
systemhouse's	sI/st^m/hW/sIz
systemic	sI/stE/mIk
systemically	s^/stE/mI/kli
systemix	sI/stI/mIks
systemix	(1)	/sI/stE/mIks
systemone	sI/st^/mon
systems	sI/st^mz
systems'	sI/st^mz
systemwide	sI/st^m/wYd
systran	sY/str@n
systran	(1)	/sI/str@n
sytsma	sIt/sm^
syverson	sI/vR/s^n
syvertsen	sI/vRt/s^n
szabo	sa/bo
szafran	sa/fr^n
szafranski	s^/fr@n/ski
szalay	sa/lY
szalkowski	s^l/kcf/ski
szanto	s@n/to
szarek	sa/rEk
szatkowski	s^t/kcf/ski
szczech	sEk
szczepaniak	sI/p@/ni/@k
szczepanik	sI/p@/nIk
szczepanski	sI/p@n/ski
szczerba	sR/b^
szczesniak	sEz/ni/@k
szczesny	sEz/ni
szczygiel	sI/gil
sze	si
sze	(1)	/se
sze-di	se/di
szekely	si/kli
szeliga	sI/lY/g^
szeto	si/to
szewczyk	su/CIk
szilagyi	sI/la/gi
szilard	sI/lRd
szilard	(1)	/zI/lRd
szoke	sok
szostak	sa/st^k
szostek	sa/stEk
szot	sat
szott	sat
szuba	su/b^
szuch	s^C
szucs	s^ks
szumski	s^m/ski
szwed	s/vEd
szydlowski	sId/lcf/ski
szymanowski	sI/m^/ncf/ski
szymanski	sI/m@n/ski
szymborski	sIm/bcr/ski
szymczak	sIm/C@k
t	ti
t'ang	t@n
t's	tiz
t-bone	ti/bon
t-lam	ti/l@m
t-mobile	ti/mo/b^l
t-shirt	ti/sRt
t-shirts	ti/sRts
t	.	/ti
t	.'s	/tiz
t	.s	/tiz
ta	ta
taaffe	taf
tab	t@b
tabacalera	t^/b@/k^/lE/r^
tabachneck	t^/baC/nEk
tabak	t@/b@k
tabak	(1)	/t^/b@k
tabaka	ta/ba/k^
tabar	ta/bar
tabares	ta/ba/rEs
tabasco	t^/b@/sko
tabb	t@b
tabbert	t@/bRt
tabbing	t@/bIn
tabby	t@/bi
taber	te/bR
tabernacle	t@/bR/n@/k^l
tabitha	t@/bI/t^
tablature	t@/bl^/CR
table	te/bxl
table's	te/b^lz
tableau	t^/blo
tableaux	t^/blo
tablecloth	te/bxl/klcT
tablecloths	te/b^l/klcts
tabled	te/b^ld
tabler	te/b^/lR
tabler	(1)	/te/blR
tables	te/b^lz
tablespoon	te/bxl/spun
tablespoons	te/b^l/spunz
tablet	t@/bl^t
tabletop	te/b^l/tap
tablets	t@/bl^ts
tableware	te/b^l/wEr
tabling	te/b^/lIn
tabling	(1)	/te/blIn
tabloid	t@/blOd
tabloidization	t@/blO/d^/ze/s^n
tabloids	t@/blOdz
tabone	ta/bon
taboo	t@/bu
taboos	t@/buz
tabor	te/bR
tabor's	te/bRz
taborn	t@/bRn
tabron	t@/br^n
tabs	t@bz
tabuchi	ta/bu/Ci
tabulate	t@/by^/let
tabulated	t@/by^/le/tId
tabulating	t@/by^/le/tIn
tabulation	t@/by^/le/s^n
tabulations	t@/by^/le/s^nz
tabulature	t@/by^/l^/CR
tac	t@k
tacey	te/si
tacit	t@/sIt
tacita	ta/Ci/t^
tacitly	t@/sIt/li
taciturn	t@/sI/tRn
tack	t@k
tacke	t@k
tacked	t@kt
tacker	t@/kR
tackett	t@/kIt
tacking	t@/kIn
tackitt	t@/kIt
tackle	t@/k^l
tackled	t@/k^ld
tackles	t@/k^lz
tackling	t@/klIn
tackling	(1)	/t@/k^/lIn
tacks	t@ks
tacky	t@/ki
taco	ta/ko
tacoma	t^/ko/ma
tacoma's	t^/ko/maz
tacos	ta/koz
tact	t@kt
tactful	t@kt/f^l
tactfully	t@kt/f^/li
tactic	t@k/tIk
tactical	t@k/tI/k^l
tactically	t@k/tI/k^/li
tactician	t@k/tI/s^n
tacticians	t@k/tI/s^nz
tactics	t@k/tIks
tactile	t@k/tIl
tactile	(1)	/t@k/tYl
tactless	t@kt/l^s
tacy	te/si
tad	t@d
tada	ta/d^
tadashi	ta/da/si
tadd	t@d
taddei	t@/dY
taddeo	ta/di/o
taddy	t@/di
tadeusz	t@/di/uz
tadic	t@/dIk
tadlock	t@d/l^k
tadpole	t@d/pol
tadpoles	t@d/polz
tadros	te/droz
tadych	ta/dIh
tae	te
tae	(1)	/tY
taegu	te/gu
taekwondo	t@/kwan/do
taekwondo	(1)	/tY/kwan/do
taewoo	tY/wu
tafaro	t^/fa/ro
tafel	t@/f^l
taff	t@f
taffe	t@f
taffel	t@/f^l
taffeta	t@/f^/t^
taffy	t@/fi
taflinger	te/f^/lI/nR
taflinger	(1)	/te/flI/nR
tafolla	t^/fa/l^
tafoya	ta/fO/^
taft	t@ft
taft's	t@fts
tag	t@g
tagalog	t@/g^/lag
tagamet	t@/g^/mEt
taganka	t^/gan/k^
tager	te/gR
tagg	t@g
taggart	t@/gRt
taggart's	t@/gRts
tagge	t@g
tagged	t@gd
taggert	t@/gRt
tagging	t@/gIn
tagle	te/g^l
tagliaferri	tagl/ya/fE/ri
taglieri	ta/glI/ri
tagline	t@/glYn
tagout	t@/gWt
tags	t@gz
tague	tag
taher	te/R
tahiti	t^/hi/ti
tahmassebi	ta/m^/si/bi
tahoe	t@/ho
tai	tY
taibi	te/bi
taiko	te/ko
tail	tel
tailed	teld
tailgate	tel/get
tailhook	tel/hUk
tailing	te/lIn
tailings	te/lInz
taillon	te/l^n
tailor	te/lR
tailored	te/lRd
tailoring	te/lR/In
tailors	te/lRz
tailpipe	tel/pYp
tails	telz
tailspin	tel/spIn
taima	tY/m^
tainer	te/nR
taing	ta/In
taint	tent
tainted	ten/tId
tainter	ten/tR
tainting	ten/tIn
taints	tents
taipei	tY/pe
taipei's	tY/pez
taira	ta/I/r^
taisei	te/se
taisho	te/so
tait	tet
taite	tet
taitt	tet
taiwan	tY/wan
taiwan's	tY/wanz
taiwanese	tY/wa/niz
taiyo	tY/yo
taj	taz
tajik	ta/gIk
tajikistan	ta/gi/kI/st@n
tajikistan's	ta/gi/kI/st@nz
tajima	ta/gi/m^
tak	t@k
takach	t@/k^k
takacs	t@/k^ks
takagi	ta/ka/gi
takahashi	ta/ka/ha/si
takaki	ta/ka/ki
takako	ta/ka/ko
takanashi	ta/ka/na/si
takao	ta/ka/o
takara	ta/ka/r^
takasago	ta/ka/sa/go
takashi	ta/ka/si
takashima	ta/ka/si/m^
takashimaya	ta/ka/sI/ma/y^
takata	ta/ka/t^
takayama	ta/ka/ya/m^
take	tek
takecare	te/kEr
takeda	ta/ke/d^
takei	ta/ke
takemoto	ta/ke/mo/to
takemura	ta/ke/mU/ra
taken	te/kxn
takeo	ta/ke/o
takeoff	te/kcf
takeoffs	te/kcfs
takeout	te/kWt
takeover	te/ko/vR
takeovers	te/ko/vRz
taker	te/kR
takers	te/kRz
takes	teks
takeshi	t^/kE/si
takeshima	t@/kI/si/ma
takeshita	ta/k^/si/ta
takeshita's	ta/k^/si/taz
taketa	ta/ke/ta
taketh	te/k^t
taketomi	ta/kI/to/mi
takeuchi	ta/ke/u/Ci
taki	t@/ki
taki's	t@/kiz
takihyo	t^/ki/hyo
takin'	te/kIn
taking	te/kIG
takings	te/kInz
takla-makan	t@/kl^/me/k^n
takoma	t^/ko/m^
takoma's	t^/ko/m^z
takomas	t^/ko/m^z
taku	ta/ku
takushoku	ta/k^/so/ku
tal	tal
talaga	ta/la/ga
talal	t^/lal
talamantes	ta/la/man/tEs
talamantez	ta/la/man/tEz
talamo	ta/la/mo
talarico	ta/la/ri/ko
talavera	ta/la/vE/ra
talbert	t@l/bRt
talbot	t@l/b^t
talbot's	t@l/b^ts
talbots	t@l/b^ts
talbott	t@l/b^t
talbott's	t@l/b^ts
talc	t@lk
talcott	t@l/k^t
talcs	t@lks
talcum	t@l/k^m
tale	tel
talent	t@/l^nt
talented	t@/l^n/t^d
talented	(1)	/t@/l^n/tId
talents	t@/l^nts
talerico	ta/lR/i/ko
tales	telz
talese	t^/liz
talese	(1)	/t^/li/zi
talford	t@l/fRd
taliban	t@/lI/b@n
taliban's	t@/lI/b@nz
talibans	t@/lI/b@nz
taligent	t@/lI/gEnt
talisman	t@/lI/sm^n
talitha	t@/lI/d^
talk	tck
talk's	tcks
talkable	tc/k^/b^l
talkative	tc/kx/tIv
talkback	tck/b@k
talked	tckt
talker	tc/kR
talkers	tc/kRz
talkie	tc/ki
talkies	tc/kiz
talkin	ta/k^n
talkin'	tc/kIn
talking	tc/kIG
talking's	tc/kInz
talkington	tc/kIn/t^n
talks	tcks
talky	tc/ki
tall	tcl
talladega	t@/l^/de/g^
tallahassean	t@/l^/h@/si/^n
tallahasseans	t@/l^/h@/si/^nz
tallahassee	t@/l^/h@/si
tallahassee's	t@/l^/h@/siz
tallant	ta/l^nt
tallarico	ta/la/ri/ko
tallent	ta/l^nt
taller	tc/lR
tallerico	ta/lR/i/ko
tallest	tc/lIst
talley	t@/li
tallgrass	tal/gr@s
tallie	tc/li
tallied	t@/lid
tallies	t@/liz
tallil	t^/lIl
tallmadge	t@l/m@g
tallman	tcl/m^n
tallo	t@/lo
tallon	t@/l^n
tallow	t@/lo
tallula	ta/lu/l^
tallulah	t@/lu/l^
tally	t@/li
tallyho	t@/li/ho
tallying	t@/li/In
talmadge	t@l/m@g
talmage	t@l/mIg
talman	t@l/m^n
talmor	t@l/mcr
talmud	t@l/m^d
talon	t@/l^n
talons	t@/l^nz
talsma	tal/sm^
talton	t@l/t^n
taltos	tal/toz
talty	tcl/ti
tam	t@m
tama	ta/m^
tamales	t^/ma/liz
tamanaha	ta/ma/na/h^
tamara	t^/ma/r^
tamarac	t@/mR/@k
tamargo	ta/mar/go
tamarin	t@/mR/^n
tamarins	t@/mR/^nz
tamarisk	t@/mR/Isk
tamarisks	t@/mR/Isks
tamas	ta/m^z
tamashiro	ta/ma/sI/ro
tamayo	ta/ma/yo
tamblyn	t@m/blIn
tambo	t@m/bo
tambocor	t@m/bo/kcr
tambourine	t@m/bx/rin
tambrands	t@m/br@ndz
tambs	t@mz
tamburello	tam/bU/rE/lo
tamburo	tam/bU/ro
tamburri	tam/bU/ri
tamburrino	tam/bU/ri/no
tamburro	tam/bU/ro
tame	tem
tamed	temd
tamer	te/mR
tames	temz
tamez	ta/mEz
tami	t@/mi
tamiami	t@/mi/@/mi
tamil	t^/mIl
tamil	(1)	/t@/mIl
tamils	t^/mIlz
tamils	(1)	/t@/mIlz
taming	te/mIn
tamke	t@m/ki
tamm	t@m
tammany	t@/m^/ni
tammaro	ta/ma/ro
tammen	t@/m^n
tammie	t@/mi
tamminga	ta/min/g^
tammo	t@/mo
tammy	t@/mi
tamoxifen	t@/mak/s^/f^n
tamp	t@mp
tampa	t@m/p^
tampa's	t@m/p^z
tampax	t@m/p@ks
tamper	t@m/pR
tampered	t@m/pRd
tampering	t@m/pR/In
tamping	t@m/pIn
tamplin	t@m/plIn
tampon	t@m/pan
tampons	t@m/panz
tampopo	t@m/po/po
tamposi	t@m/po/si
tamps	t@mps
tamraz	t@m/r@z
tamraz's	t@m/r@/z^z
tamres	t@m/rEz
tamura	ta/mU/r^
tan	t@n
tanabe	ta/na/be
tanaka	ta/na/k^
tanartkit	t@/nart/kIt
tancredi	tan/krE/di
tancredo	t@n/kre/do
tandem	t@n/d^m
tandem's	t@n/d^mz
tandon	t@n/d^n
tandy	t@n/di
tandy's	t@n/diz
tandycraft	t@n/di/kr@ft
tandycrafts	t@n/di/kr@fts
taneja	t^/ne/h^
tanen	t@/n^n
tanenbaum	t@/n^n/bWm
taney	te/ni
tang	t@n
tang	(1)	/tan
tange	t@ng
tangeman	teng/m^n
tangen	t@/n^n
tangent	t@n/g^nt
tangential	t@n/gEn/s^l
tangentially	t@n/gEn/s^/li
tangents	t@n/g^nts
tanger	t@/nR
tangerine	t@n/gR/in
tangerines	t@n/Jx/rinz
tangible	t@n/g^/b^l
tangibles	t@n/g^/b^lz
tangibly	t@n/g^/bli
tangiers	t@n/gIrz
tangle	t@n/g^l
tangled	t@G/gxld
tangles	t@n/g^lz
tanglewood	t@n/g^l/wUd
tangling	t@n/glIn
tangney	t@ng/ni
tango	t@n/go
tangos	t@n/goz
tangqui	t@n/kwi
tangredi	tan/grE/di
tangs	t@nz
tanguay	t@n/ge
tanguma	tan/gu/m^
tani	ta/ni
tania	tan/y^
taniguchi	ta/nI/gu/Ci
tanimoto	ta/ni/mo/to
tanimura	ta/nI/mu/r^
tanis	t@/nIs
tanjug	t@n/g^g
tank	t@Gk
tank's	t@nks
tankan	t@n/k^n
tankard	t@n/kRd
tanke	t@nk
tanked	t@nkt
tanker	t@n/kR
tankers	t@n/kRz
tankersley	t@n/kR/sli
tanking	t@n/kIn
tanks	t@nks
tanksley	t@nk/sli
tann	t@n
tannahill	t@/n^/hIl
tanned	t@nd
tannehill	t@/nI/hIl
tannen	t@/n^n
tannenbaum	t@/n^n/bWm
tanner	t@/nR
tannest	t@/nIst
tanney	t@/ni
tannhauser	t@n/hW/zR
tanning	t@/nIn
tanqueray	t@n/kwR/e
tans	t@nz
tansey	t@n/zi
tanski	t@n/ski
tansu	t@n/su
tansy	t@n/zi
tant	t@nt
tantalize	t@n/t^/lYz
tantalize	(1)	/t@/n^/lYz
tantalized	t@n/t^/lYzd
tantalized	(1)	/t@/n^/lYzd
tantalizes	t@n/t^/lY/zIz
tantalizes	(1)	/t@/n^/lY/z^z
tantalizing	t@n/t^/lY/zIn
tantalizing	(1)	/t@/n^/lY/zIn
tantalizingly	t@n/t^/lY/zIn/li
tantalizingly	(1)	/t@/n^/lY/zIn/li
tantalum	t@n/t^/l^m
tantalus	t@n/t^/l^s
tantamount	t@n/t^/mWnt
tantillo	tan/tI/lo
tanton	t@n/t^n
tantric	t@n/trIk
tantrum	t@n/trxm
tantrums	t@n/trxmz
tanu	ta/nu
tanya	tan/y^
tanzania	t@n/ze/ni/^
tanzania	(1)	/t@n/z^/ni/^
tanzania	(2)	/t@n/zen/y^
tanzania's	t@n/ze/ni/^z
tanzania's	(1)	/t@n/z^/ni/^z
tanzania's	(2)	/t@n/zen/y^z
tanzanian	t@n/ze/ni/^n
tanzanian	(1)	/t@n/zen/y^n
tanzer	t@n/zR
tanzi	t@n/zi
tao	tW
tao	(1)	/dW
taoism	d/WI/z^m
taoist	d/WIst
taoists	d/W^sts
taormina	ta/cr/mi/n^
taos	tWz
tap	t@p
tapas	t^/p^s
tape	tep
tape's	teps
taped	tept
tapeie	te/pi/e
tapeie's	te/pi/ez
taper	te/pR
tapered	te/pRd
tapering	te/pR/In
tapers	te/pRz
tapes	teps
tapestries	t@/p^/striz
tapestry	t@/p^/stri
tapia	ta/pi/^
tapias	t^/pi/^s
tapie	t@/pi
taping	te/pIG
tapings	te/pInz
tapley	t@/pli
taplin	t@/plIn
tapp	t@p
tappan	t@/p^n
tappe	t@p
tapped	t@pt
tappen	t@/p^n
tapper	t@/pR
tappet	t@/p^t
tappin	t@/pIn
tapping	t@/pIn
taps	t@ps
tapscott	t@p/sk^t
tar	tar
tara	tE/r^
tara	(1)	/ta/r^
tara's	tE/r^z
tara's	(1)	/ta/r^z
tarahumara	ta/r^/hu/ma/r^
tarallo	tR/@/lo
tarango	ta/ran/go
tarantino	ta/ran/ti/no
taranto	tR/@n/to
taranto's	tR/@n/toz
tarantula	t^/r@n/Cu/l^
tarantula	(1)	/t^/r@n/C^/l^
tarantulas	t^/r@n/Cu/l^z
tarantulas	(1)	/t^/r@n/C^/l^z
taras	ta/r^z
tarasoff	tE/rI/scf
taravella	t@/r^/vE/l^
tarbell	tar/bEl
tarbert	tar/bRt
tarbet	tar/bIt
tarbox	tar/baks
tarbutton	tar/b^/t^n
tardif	tar/dIf
tardiff	tar/dIf
tardiness	tar/di/n^s
tarditi	tar/dI/ti
tardy	tar/di
target	tar/gIt
target	tar/gIt
target's	tar/g^ts
targeted	tar/g^/tId
targeting	tar/g^/tIn
targets	tar/g^ts
tarheel	tar/hil
tarheels	tar/hilz
tariff	tE/r^f
tariffs	tE/r^fs
tarin	ta/rin
tariq	ta/rik
tarkington	tar/kIn/t^n
tarkowski	tR/kcf/ski
tarleton	tarl/t^n
tarlow	tar/lo
tarlton	tarl/t^n
tarmac	tar/m@k
tarmacs	tar/m@ks
tarman	tar/m^n
tarnish	tar/nIs
tarnished	tar/nIst
tarnishing	tar/nI/sIn
tarnoff	tar/ncf
tarnoff's	tar/ncfs
tarnow	tar/no
tarnower	tarn/WR
tarnowski	tR/ncf/ski
taro	tE/ro
tarom	tE/r^m
tarot	t@/ro
tarots	t@/roz
tarp	tarp
tarpey	tar/pi
tarpley	tar/pli
tarpon	tar/p^n
tarps	tarps
tarpy	tar/pi
tarquinio	tar/kwi/ni/o
tarr	tar
tarrance	ta/r^ns
tarrant	ta/r^nt
tarred	tard
tarring	ta/rIn
tarry	tE/ri
tarrytown	tE/ri/tWn
tarses	tar/sIs
tarsus	tar/s^s
tart	tart
tartaglia	tar/t@/gli/^
tartaglione	tar/t@/gli/o/ni
tartan	tar/t^n
tartar	tar/tR
tartars	tar/tRz
tarte	tart
tarter	tar/tR
tartikoff	tar/tI/kcf
tartikoff's	tar/tI/kcfs
tartikoffs	tar/tI/kcfs
tartly	tart/li
tartness	tart/n^s
tarts	tarts
tartt	tart
tartu	tar/tu
tarver	tar/vR
tarvin	tar/vIn
tarzan	tar/z@n
tarzan	tar/z@n
tarzan's	tar/z@nz
tarzan's	(1)	/tar/z^nz
tasaday	t@/s^/de
tasca	ta/sk^
tasch	t@s
taschner	t@/snR
taser	te/zR
tash	t@s
tasha	t@/s^
tashin	t@/sIn
tashiro	ta/sI/ro
tashjian	t@s/gi/^n
tashkent	t@/skEnt
task	t@sk
tasked	t@skt
tasker	t@/skR
taskforce	t@sk/fcrs
tasking	t@/skIn
taskmaster	t@sk/m@/stR
tasks	t@sks
tasm	t@/s^m
tasman	t@z/m^n
tasmania	t@z/me/ni/^
tasmanian	t@z/me/ni/In
tass	t@s
tassel	t@/s^l
tasseled	t@/s^ld
tassi	t@/si
tassin	t@/sIn
tassinari	ta/si/na/ri
tasso	t@/so
tassone	ta/so/ni
taste	test
tasted	te/stId
tasted	te/stId
tasteful	test/f^l
tastefully	test/f^/li
tasteless	test/l^s
taster	te/stR
taster's	te/stRz
tasters	te/stRz
tastes	tests
tastier	te/sti/R
tastiness	te/sti/n^s
tasting	te/stIG
tastings	te/stInz
tasty	tes/ti
tat	t@t
tata	ta/ta
tatar	ta/tar
tatars	ta/tarz
tatarstan	ta/tar/stan
tate	tet
tate's	tets
tateho	t^/te/ho
tateho's	t^/te/hoz
tatem	t@/tIm
tater	te/tR
taters	te/tRz
tatge	tetg
tatham	t@/t^m
tatiana	t@/ti/@/na
tatiana	(1)	/t@t/ya/na
tatjana	t@t/ya/na
tatlock	t@t/lak
tatman	t@t/m^n
tatom	t@/t^m
tatra	t@/tra
tatro	t@/tro
tatsch	t@C
tatsukichi	t^t/su/ki/Ci
tatsuno	t@t/su/no
tatter	t@/tR
tattered	t@/tRd
tatters	t@/tRz
tattersall	t@/tR/s^l
tattle	t@/t^l
tattled	t@/t^ld
tattler	t@t/lR
tattoo	t@/tu
tattooed	t@/tud
tattooing	t@/tu/In
tattoos	t@/tuz
tatty	t@/ti
tatu	ta/tu
tatum	te/t^m
tatyana	tat/ya/na
taub	tWb
taube	tcb
tauber	tW/bR
taubert	tW/bRt
taubes	tWbz
taubman	tWb/m^n
taucher	tW/kR
tauer	t/WR
taught	tct
tauke	tWk
taul	tcl
taulbee	tcl/bi
taunt	tcnt
taunted	tcn/tId
taunting	tcn/tIn
taunton	tcn/t^n
taunts	tcnts
taurus	tc/r^s
tauruses	tc/r^/s^z
tausch	tWs
tauscher	tW/sR
taussig	tW/sIg
taut	tct
tauzin	tW/zIn
tavano	ta/va/no
tavares	ta/va/rEs
tavarez	ta/va/rEz
tavel	ta/vEl
tavenner	t@/vI/nR
tavera	ta/vE/r^
taveras	ta/vE/raz
tavern	t@/vRn
taverna	ta/vEr/n^
taverna's	ta/vEr/n^z
