D^blaks : D^blaks ;aword 
@ndSizbInpleIGwIDD^bIgRlEgoblaks : @nd ;aword Siz ;aword bIn ;aword pleIG ;aword wIDD^ ;aword bIgRlEgoblaks ;aword 
letliSizbIndrcIGanTIGz : letli ;aword Siz ;aword bIndrcIGan ;aword TIGz ;aword 
EvriTIG : EvriTIG ;aword 
InkludIGJ@kItskotswclzflorzkWCIz@nd : InkludIGJ@k ;aword It ;aword skotswclzflorzkWCIz ;aword @nd ;aword 
Sisimztuh@verutinwIDyuwEnSiplezwIDD^bcl : Sisimztu ;aword h@verutin ;aword wID ;aword yu ;aword wEn ;aword Si ;aword plezwIDD^bcl ;aword 
SilduTIGz : Sil ;aword du ;aword TIGz ;aword 
yRwElYlEthRplebYhRsElflYktxdeSi : yR ;aword wEl ;aword Y ;aword lEthRple ;aword bYhRsElf ;aword lYktxdeSi ;aword 
b^ts^mtYmzItsmor^v@nIntR@kSxnlYkwEnSi : b^t ;aword s^mtYmzItsmor^v ;aword @n ;aword In ;aword tR@kSxnlYk ;aword wEn ;aword Si ;aword 
@ndSik@CIzIt : @nd ;aword Si ;aword k@CIz ;aword It ;aword 
yR : yR ;aword 
Sid^z : Sid^z ;aword 
yR : yR ;aword 
wIDebIgRbclItsiziRfcrhRtupleyu : wID ;aword e ;aword bIgRbcl ;aword Its ;aword iziRfcrhR ;aword tu ;aword pleyu ;aword 
Sisimztunoelat^vD^YtxmzInD^rumhirSiw^z : Sisimztu ;aword no ;aword elat ;aword ^vD^YtxmzInD^rum ;aword hir ;aword Siw^z ;aword 
d^zSiwckxrWndTIGz@thom : d^zSi ;aword wckxrWndTIGz ;aword @thom ;aword 
lEtssi : lEts ;aword si ;aword 
mamiw^ntstupUtdYpRzanyu : mami ;aword w^ntstu ;aword pUtdYpRzan ;aword yu ;aword 
YTIGkSid^zlebxlTIGz : YTIGk ;aword Sid^z ;aword lebxlTIGz ;aword 
YTIGkyRD@tSiIzlRnIGelat^vnuwRdz : YTIGk ;aword yR ;aword D@t ;aword Si ;aword IzlRnIG ;aword elat ;aword ^vnu ;aword wRdz ;aword 
xbWtD^p^pItfRst^vclyuvxperIntlitekxnhRtu : xbWtD^p^pItfRst^vclyuvxper ;aword Int ;aword li ;aword tekxnhRtu ;aword 
ezuSiJ^stwEnttuD^zuyEstRde : ezuSiJ^st ;aword wEnt ;aword tu ;aword D^zuyEstRd ;aword e ;aword 
soItsfrESInhRmYnd : so ;aword Its ;aword frESInhRmYnd ;aword 
rYt : rYt ;aword 
@ndSilYkts^m^vDoz@nImxlz : @nd ;aword Sil ;aword Ykts^m^vDoz@nImxlz ;aword 
SisEdtYgRWlgus : Si ;aword sEdtYgRWlgus ;aword 
noSirixlidIdsiegus : no ;aword Si ;aword rixli ;aword dId ;aword siegus ;aword 
gus : gus ;aword 
@ndSizbIn : @nd ;aword Siz ;aword bIn ;aword 
@ndSih@zsinclDizD^nitTIGxbWtItIzSi : @nd ;aword Si ;aword h@z ;aword sin ;aword clDiz ;aword D^nit ;aword TIG ;aword xbWtIt ;aword Iz ;aword Si ;aword 
yRsoD@tItscrt^vmedItmorrixlIstIkfcrhR : yR ;aword soD@t ;aword Its ;aword crt^vmedItmor ;aword rix ;aword lIstIkfcrhR ;aword 
fRstyutoldhRD^dr@gxnw^zInekeJ@ndDEnyutoldhR : fRstyutoldhR ;aword D^dr@gxn ;aword w^zIn ;aword e ;aword keJ@nd ;aword DEnyutoldhR ;aword 
baks : baks ;aword 
no : no ;aword 
YnotIstD@tmYsElf : YnotIst ;aword D@t ;aword mYsElf ;aword 
YTIGkYTct@tD^tYmD@tYkcldItebaks : YTIGk ;aword YTct@tD^tYm ;aword D@t ;aword Y ;aword kcl ;aword dItebaks ;aword 
soItsprabxblis^m@mbIvxlxnsanmYpartxbWthR : so ;aword Its ;aword prabxbli ;aword s^m@mbIvxlxnsanmYpartxbWthR ;aword 
Siw^zvErim^CIntuD^baksItsElf : Siw^z ;aword vErim^C ;aword In ;aword tu ;aword D^baksItsElf ;aword 
d^zSiduelat^vpleIGxrWndwID : d^zSi ;aword du ;aword elat ;aword ^vpleIGxrWnd ;aword wID ;aword 
baksIz : baks ;aword Iz ;aword 
YTIGkclkIdzwEnDesiebaks : YTIGk ;aword clkIdz ;aword wEn ;aword Desiebaks ;aword 
aryuD^m^DRhuD@tSiz@nopxnR@nd : aryuD^m^DR ;aword hu ;aword D@t ;aword Siz ;aword @n ;aword opxnR@nd ;aword 
ono : ono ;aword 
YTIGkclkIdzduwEnDesi : YTIGk ;aword clkIdz ;aword du ;aword wEn ;aword Desi ;aword 
oyuw^ntD@ttubiopxnd : o ;aword yu ;aword w^ntD@t ;aword tu ;aword biopxnd ;aword 
yunobakswEnDegEtgIfsDeEnJOD^r@pIGz : yu ;aword no ;aword baks ;aword wEn ;aword DegEtgIfsDeEnJOD^r@pIGz ;aword 
wIDD^dr@gxnyuwRpOntIGWtfesparts : wID ;aword D^dr@gxn ;aword yu ;aword wRpOntIGWtfesparts ;aword 
SidEfInItlidIdnohWtunemDEm : SidEfIn ;aword It ;aword li ;aword dId ;aword no ;aword hWtunem ;aword DEm ;aword 
duyupr@ktIsTIGzlYkD@t : du ;aword yu ;aword pr@ktIs ;aword TIGzlYk ;aword D@t ;aword 
yRyRwidu : yR ;aword yR ;aword wi ;aword du ;aword 
yR : yR ;aword 
widIdwEnSiw^zelaty^GgRwEnYfRstrixlYzdD@t : wi ;aword dId ;aword wEn ;aword Siw^z ;aword e ;aword laty^GgRwEn ;aword Y ;aword fRstrixlYzd ;aword D@t ;aword 
D^scrt^vyus^vD^festulRn : D^scrt^vyus^vD^f ;aword e ;aword stulRn ;aword 
parts^vD^badi : parts^vD^badi ;aword 
SizprItigUdnW : Siz ;aword prItigUdnW ;aword 
yRSizprItigUd : yR ;aword Siz ;aword prIti ;aword gUd ;aword 
SizgatYz@nd : Sizgat ;aword Yz ;aword @nd ;aword 
wElSinozCIn@ndirz@ndt^mi : wEl ;aword Si ;aword nozCIn@ndirz@ndt^mi ;aword 
TIGzlYkD@t : TIGzlYk ;aword D@t ;aword 
@ndSid^zxntsearmzcrlEgzyEt : @nd ;aword Sid^zxnt ;aword se ;aword armzcrlEgz ;aword yEt ;aword 
Siw^zprItif@sInetIdwIDD^dr@gxnzt^G : Siw^z ;aword prItif@sInetId ;aword wID ;aword D^dr@gxnzt^G ;aword 
p^pi : p^pi ;aword 
gatep^pi : gatep^pi ;aword 
Siw^zInttu^vD^tElxfonclDoSipledwIDIt : Siw^z ;aword Int ;aword tu ;aword ^vD^tElxfonclDo ;aword Si ;aword pledwID ;aword It ;aword 
J^styRSid^zh@verutin : J^styRSid^z ;aword h@verutin ;aword 
D@tsf^nilYkyudontYTIGkYmnatrixlixwEr : D@tsf^ni ;aword lYkyu ;aword dont ;aword YTIGk ;aword YmnatrixlixwEr ;aword 
SigoztuD^fon@ndSil : Si ;aword goztu ;aword D^fon@nd ;aword Sil ;aword 
SillIft^pD^D^rIsivR@ndSilse : Sil ;aword lIft^pD^D^rIsivR ;aword @nd ;aword Sil ;aword se ;aword 
bYbY : bYbY ;aword 
bYbYcrhYhY : bYbYcrhYhY ;aword 
@ndSitckttuhRmeme@ndpepehRgr@npErxntsanD^ : @nd ;aword Si ;aword tckttuhRm ;aword e ;aword me@ndpepehRgr@npErxntsanD^ ;aword 
soYscrt^vprIpErhRfcrD@t : so ;aword Yscrt^vprIpErhRfcr ;aword D@t ;aword 
wiarg^nxgofcrD^wikEnd : wi ;aword arg^nxgofcrD^wikEnd ;aword 
Siw^znat^vD^bUks : Siw^z ;aword nat^vD^bUks ;aword 
DIsoD^bUks : DIs ;aword o ;aword D^bUks ;aword 
YTIGkSiJ^stdIdxntw^ntturEdbUksrYtnW : YTIGk ;aword SiJ^st ;aword dIdxnt ;aword w^nttu ;aword rEd ;aword bUksrYtnW ;aword 
SizmorbxkczbUksIzkYnd^vlYkesItIGdWn : Siz ;aword morbxkczbUksIzkYnd^vlYk ;aword e ;aword sItIGdWn ;aword 
@ndSiw^zIntIntuD^blaks : @nd ;aword Siw^z ;aword Int ;aword In ;aword tu ;aword D^blaks ;aword 
D^blaks : D^blaks ;aword 
no : no ;aword 
b^tSid^zplewIDblaks@thom : b^tSi ;aword d^zplewIDblaks ;aword @thom ;aword 
kwYtebIt : kwYtebIt ;aword 
Siscrt^vgatIntuD^dclSilYktD^TIGz : Siscrt^vgat ;aword In ;aword tu ;aword D^dclSilYktD^ ;aword TIGz ;aword 
d^zSiplewIDhRonkloDIG : d^zSi ;aword plewID ;aword hRonkloDIG ;aword 
yRnatmyutxletItno : yR ;aword natmyutxletIt ;aword no ;aword 
YmEntmxnIpyxlet : YmEntmxnIpyxlet ;aword 
s^m^vD^^DRCIldrInduD@t : s^m^vD^^DRCIldrIn ;aword du ;aword D@t ;aword 
yR : yR ;aword 
yEsSid^zb^tYTIGkmormYn : yEs ;aword Sid^z ;aword b^t ;aword Y ;aword TIGkmor ;aword mYn ;aword 
SizgUdwIDD^zIpR : Siz ;aword gUd ;aword wIDD^ ;aword zIpR ;aword 
yEsSiIz : yEs ;aword Si ;aword Iz ;aword 
SiznEvRd^nezIpRbxfor : Siz ;aword nEvR ;aword d^nezIpRbxfor ;aword 
fRsttYm : fRsttYm ;aword 
DIsIzD^fRsttYmSizEvRd^nezIpR : DIs ;aword Iz ;aword D^fRsttYmSiz ;aword EvR ;aword d^nezIpR ;aword 
EvR : EvR ;aword 
D@tYvEvRsinhR : D@t ;aword YvEvR ;aword sinhR ;aword 
yRSiw^zgUdfcrD^zIpR : yR ;aword Siw^z ;aword gUd ;aword fcrD^zIpR ;aword 
b^tbxkczSinRsIzYxnb^txnmYblWsyuZuxli : b^t ;aword bxkczSinRsIz ;aword Y ;aword xnb^txnmYblWsyuZuxli ;aword 
b^txnb^txn : b^txnb^txn ;aword 
@ndplewIDD^mYkloDz : @nd ;aword plewIDD^mYkloDz ;aword 
morD@nYvsinhRplewIDhRonclDoSiprabxbli : morD@n ;aword YvsinhR ;aword plewID ;aword hRonclDoSi ;aword prabxbli ;aword 
Itw^zkyutbxkczD^dalzwerIGD^semkYnd^vkloDz : It ;aword w^zkyutbxkczD^dalzwerIGD^semkYnd^vkloDz ;aword 
yRD@tsrYt : yR ;aword D@ts ;aword rYt ;aword 
yuwRtrYIGtukclhRxtEnSIntuD^f@ktD@tD^kloDIG : yu ;aword wRtrYIG ;aword tu ;aword kcl ;aword hRxtEnSIn ;aword tu ;aword D^f@ktD@t ;aword D^kloDIG ;aword 
duyuTIGkSi : du ;aword yu ;aword TIGk ;aword Si ;aword 
noYdontTIGkSipedxtEnSIntuD@t : no ;aword Ydont ;aword TIGk ;aword SipedxtEnSIn ;aword tu ;aword D@t ;aword 
d^zSiplewIDhRonSuz : d^zSi ;aword plewID ;aword hRonSuz ;aword 
yRSid^z : yR ;aword Sid^z ;aword 
YTctlYkYTctItw^zIntxrEstIGD@tyuno : YTctlYkYTctIt ;aword w^zInt ;aword xrEstIG ;aword D@t ;aword yu ;aword no ;aword 
mebiSiznatrEdifcrD@tkansEpt : mebi ;aword Siz ;aword natrEdif ;aword cr ;aword D@tkansEpt ;aword 
weraryagoIGbabx : weraryagoIGbabx ;aword 
wck : wck ;aword 
ewckewck : ewckewck ;aword 
Siw^zIntIntusItIGxrWndIzSimor^ver^nR : Siw^z ;aword Int ;aword In ;aword tus ;aword ItIGxrWnd ;aword Iz ;aword Simor^ver^nR ;aword 
mxriwih@vtupUtyUrdYpRzanbxforwigohom : mxri ;aword wih@v ;aword tu ;aword pUt ;aword yUrdYpRzanbxforwigohom ;aword 
lUk : lUk ;aword 
w^ts^ndRDer : w^ts^ndRDer ;aword 
w^tsD@t : w^tsD@t ;aword 
h^ : h^ ;aword 
D@tsyu : D@ts ;aword yu ;aword 
arDertYmzwEnSizmortckxtIvD@n^DRz : arDertYmzwEn ;aword Siz ;aword mortckxtIvD@n^DRz ;aword 
yRnEksttYmmebiwik@nk^mmebiYlk^mInD^ : yR ;aword nEksttYm ;aword mebi ;aword wi ;aword k@n ;aword k^mmebiYlk^mInD^ ;aword 
s^mm^DRzseD@twEnYmdrEsIGhRSiztckxtIv : s^mm^DRzseD@t ;aword wEn ;aword YmdrEsIGhR ;aword Siz ;aword tckxtIv ;aword 
wEnSizgEtIGdrEstno : wEn ;aword SizgEtIGdrEst ;aword no ;aword 
no : no ;aword 
natgEtIGdrEstbxkczYdonttcktuhRD@tm^C : natgEtIGdrEstbxkcz ;aword Ydont ;aword tcktuhRD@tm^C ;aword 
@ndSiznatD@ttckxtIvwEnSiitsDozkYnd^v : @nd ;aword Siz ;aword natD@t ;aword tckxtIv ;aword wEn ;aword SiitsDozkYnd^v ;aword 
SigEtskrezi : SigEt ;aword skrezi ;aword 
@ndSiJ^stscrt^vfcrxbWt@nWRSitckselat : @nd ;aword Si ;aword J^stscrt^vfcrxbWt@nWRSitcks ;aword elat ;aword 
Siw^ntIdtuliv@tw^npOnt@ndw^ztufYndD@t : Si ;aword w^ntId ;aword tu ;aword liv@tw^npOnt ;aword @nd ;aword w^ztufYnd ;aword D@t ;aword 
yRSiIz : yR ;aword Si ;aword Iz ;aword 
yRSizYgEsIntudorz : yR ;aword Siz ;aword YgEs ;aword In ;aword tudorz ;aword 
nW : nW ;aword 
SilRndhWtuopxnD^dortuWRxpartmInt@ndgoWtsoY : SilRnd ;aword hWtu ;aword opxnD^dor ;aword tu ;aword WRxpartmInt@ndgoWtso ;aword Y ;aword 
b^tSiclwezw^ntstugoWt : b^tSi ;aword clwez ;aword w^ntstugoWt ;aword 
Sih@zmEnimorwRdz : Si ;aword h@zmEnimor ;aword wRdz ;aword 
mEnimorD@nbxfor : mEnimorD@nbxfor ;aword 
w^zItsIkswiksxgoD@twiwRhir : w^zItsIkswiksxgo ;aword D@t ;aword wi ;aword wRhir ;aword 
solYkSizsEkxnd : solYk ;aword Siz ;aword sEkxnd ;aword 
Sizk^melcGweIntRmz^vbIldIG : Siz ;aword k^melcGweIntRmz^v ;aword bIldIG ;aword 
Sinus^mwRdzD@tSiw^zyuzIGlYkhRp@nts@ndhR : Sinu ;aword s^mwRdzD@t ;aword Siw^z ;aword yu ;aword zIG ;aword lYkhRp@nts@ndhR ;aword 
JEnRxliw^twUdyuseSinozInD@t : JEnRxliw^t ;aword wUd ;aword yu ;aword se ;aword Sinoz ;aword In ;aword D@t ;aword 
kloDIG : kloDIG ;aword 
dYpRz : dYpRz ;aword 
SinozyunoEvriTIGD@tSisutsbeDIG : Sinoz ;aword yu ;aword no ;aword EvriTIG ;aword D@t ;aword SisutsbeDIG ;aword 
sutsut : sutsut ;aword 
yawanxbatxloke : yawanxbatxloke ;aword 
tu : tu ;aword 
@ndDEnlEtssih@tSinozIth@zInt : @nd ;aword DEn ;aword lEts ;aword si ;aword h@t ;aword Sinoz ;aword It ;aword h@z ;aword Int ;aword 
@nSinoztRmzlYktaps@ndp@ntsInstEd^vdrEsYgEs : @n ;aword Sinoz ;aword tRmzlYktaps@ndp@nts ;aword In ;aword stEd^vdrEs ;aword YgEs ;aword 
oyR : oyR ;aword 
edrEs : edrEs ;aword 
SihardliEvRwerzedrEsDo : Si ;aword hardli ;aword EvR ;aword werzedrEsDo ;aword 
ek^pxl^vtYmzSih@zSinozdrEs : e ;aword k^pxl^vtYmzSi ;aword h@z ;aword Si ;aword nozdrEs ;aword 
yufcrhRp@nts@ndJinz : yu ;aword fcrhRp@nts ;aword @nd ;aword Jinz ;aword 
d^zSikclDEmw^ncrD^^DR : d^zSi ;aword kcl ;aword DEmw^ncrD^^DR ;aword 
no : no ;aword 
JinzIzewRdD@tSiwElSih@zyuzdJinz : Jinz ;aword Iz ;aword e ;aword wRdD@t ;aword Si ;aword wEl ;aword Si ;aword h@z ;aword yuzd ;aword Jinz ;aword 
yutcktxbWttYIG@nd^ntYIGD^Suz@ndxgEnyu : yu ;aword tcktxbWttYIG ;aword @nd ;aword ^ntYIGD^ ;aword Suz ;aword @ndxgEn ;aword yu ;aword 
nonatyuZuxli : no ;aword natyuZuxli ;aword 
YJ^stYh@vhardtYmgEtIGhRtusItyunotu : Y ;aword J^stYh@vhardtYmgEtIG ;aword hRtu ;aword sIt ;aword yu ;aword no ;aword tu ;aword 
k@nSitElD^dIfrInsbxtwinSuz@ndsnikRz : k@n ;aword SitElD^dIfrInsbxtwin ;aword Suz ;aword @nd ;aword snikRz ;aword 
yRSik@n : yR ;aword Si ;aword k@n ;aword 
YTIGkYTIGkSinozD@tDoD@tD^semwRd : YTIGk ;aword YTIGk ;aword Sinoz ;aword D@t ;aword DoD@tD^semwRd ;aword 
TIGzSiyuZuxlikclzSiyuZuxlikclzDoz : TIGz ;aword Si ;aword yuZuxli ;aword kclzSiyuZuxlikclzDoz ;aword 
b^twEnYsesnIksSiSisEz : b^twEn ;aword Y ;aword se ;aword snIks ;aword Si ;aword SisEz ;aword 
snIks : snIks ;aword 
yusEd : yusEd ;aword 
J^stlYkyUrz : J^stlYkyUrz ;aword 
SilUkt : Si ;aword lUkt ;aword 
Si^ndRst@ndzDEn : Si^ndRst@ndz ;aword DEn ;aword 
J^stlYkyUrzyR : J^stlYkyUrz ;aword yR ;aword 
wIDD^dr@gxnyugatebItbxkczInstEd^vkclIG : wID ;aword D^dr@gxn ;aword yu ;aword gatebItbxkcz ;aword In ;aword stEd^vkclIG ;aword 
ebaks : ebaks ;aword 
YdIdD@txgEnYdIdD@tl@sttYm : YdId ;aword D@t ;aword xgEn ;aword YdId ;aword D@t ;aword l@sttYm ;aword 
noSistIlh@zIntbIntuezutusikeJIz : no ;aword Si ;aword stIl ;aword h@z ;aword Int ;aword bIn ;aword tu ;aword ezutu ;aword si ;aword keJIz ;aword 
Sih@zbIntuezu : Si ;aword h@z ;aword bIn ;aword tu ;aword ezu ;aword 
@ndSih@zsinkeJIzw^ns : @nd ;aword Si ;aword h@z ;aword sin ;aword keJIzw^ns ;aword 
Sih@zb^tSiw^zscrt^vfrYtxndmorD@n : Si ;aword h@z ;aword b^tSi ;aword w^zscrt^vfrYtxndmorD@n ;aword 
@ndSixsosietIdDizbarzwIDhRkrIbbxkczSisEdhi : @nd ;aword Six ;aword so ;aword sietId ;aword Diz ;aword barzwIDhRkrIb ;aword bxkczSi ;aword sEd ;aword hi ;aword 
soYdIdxntfillYkYw^ntIdtukxnfyuzItEnimor : so ;aword YdId ;aword xntfillYk ;aword Y ;aword w^ntId ;aword tukxnfyuz ;aword It ;aword Enimor ;aword 
soYTIGkD@tsprabxbliwYYdIdxntpUSItwIDD^ : soYTIGkD@tsprabxbliwY ;aword YdId ;aword xntpUSIt ;aword wIDD^ ;aword 
Derw^zDIslcGdIsk^SInyuh@dwIDhRxbWt : Derw^zDIslcG ;aword dIsk^S ;aword In ;aword yu ;aword h@d ;aword wIDhRxbWt ;aword 
kizfcrD^dor : kizfcrD^dor ;aword 
kizfcrD^kard^zSifulxrWndwIDkizelat^vkIdz : kizfcrD^kar ;aword d^zSi ;aword fulxrWnd ;aword wID ;aword kiz ;aword elat ;aword ^vkIdz ;aword 
yRSid^z : yR ;aword Sid^z ;aword 
Sid^z : Sid^z ;aword 
@nSinozSisEdD@tbxforD@tholesEgmxnt : @n ;aword Sinoz ;aword SisEd ;aword D@t ;aword bxforD@thol ;aword e ;aword sEgmxnt ;aword 
YdontnoIf^DRkIdzduDIsb^t@ndyuJ^st : Ydontno ;aword If ;aword ^DRkIdz ;aword du ;aword DIs ;aword b^t ;aword @nd ;aword yuJ^st ;aword 
s^mkIdzkclDEmkarkizrYtxwe : s^mkIdz ;aword kcl ;aword DEm ;aword karkizrYtxwe ;aword 
Siw^zkyutwIDD^dr@gxnstIkIGhRt^GWt : Si ;aword w^zkyut ;aword wID ;aword D^dr@gxn ;aword stIkIGhRt^GWt ;aword 
duyuplef^nigemzlYkD@twIDhR : du ;aword yu ;aword plef^nigemz ;aword lYkD@t ;aword wIDhR ;aword 
yRwiduwEnwih@vD^tYmwitrYYTIGks^mtYmz : yR ;aword wi ;aword du ;aword wEn ;aword wih@v ;aword D^tYmwitrY ;aword YTIGks^mtYmz ;aword 
d^zSih@vEnip^pIts@thom : d^zSi ;aword h@vEnip^p ;aword Its ;aword @thom ;aword 
dIdY@skyuD@tD^l@sttYm : dId ;aword Y@sk ;aword yuD@t ;aword D^l@sttYm ;aword 
wIlSipUthRh@ndInIt : wIl ;aword Si ;aword pUt ;aword hRh@nd ;aword In ;aword It ;aword 
y^p : y^p ;aword 
SiwIl : Si ;aword wIl ;aword 
DIsIzelItxldIfrIntDob^tSidIdpUtw^z : DIs ;aword Iz ;aword e ;aword lItxl ;aword dIfrInt ;aword Dob^tSi ;aword dId ;aword pUtw^z ;aword 
DIstYm : DIstYm ;aword 
SizgatD^tRmtOz@ndtOzelat^vTIGz : Sizgat ;aword D^tRmtOz@ndtOz ;aword elat ;aword ^vTIGz ;aword 
YnoEgz@ktliwYD@tIz : Y ;aword noEgz@kt ;aword li ;aword wYD@t ;aword Iz ;aword 
ItsbxkczSib^gzmi@thomwEnYmInD^kICIn@nd : Its ;aword bxkczSi ;aword b^gzmi ;aword @thom ;aword wEn ;aword YmIn ;aword D^kICIn ;aword @nd ;aword 
D@tdr@gxnd^zxntk^mWth^ni : D@tdr@gxnd^zxntk^mWth^ni ;aword 
hRtOzarInhRrumcrD^lIvIGrum@ndDearnat : hRtOzarInhRrum ;aword cr ;aword D^lIvIGrum@nd ;aword Dearnat ;aword 
@ndIfYmduIGs^mTIGInD^kICIn@ndYw^nttuh@vs^m : @nd ;aword IfYm ;aword duIG ;aword s^mTIG ;aword In ;aword D^kICIn ;aword @nd ;aword Y ;aword w^nttu ;aword h@vs^m ;aword 
go@ndplewIDyUrtOz : go ;aword @nd ;aword plewID ;aword yUrtOz ;aword 
InyUrrum@ndSilsetOz@nddIpEndIGanhWSi : In ;aword yUrrum ;aword @nd ;aword Sil ;aword se ;aword tOz@nd ;aword dIpEndIGanhWSi ;aword 
Siw^zvEribIganD^Cerz : Siw^z ;aword vEri ;aword bIganD^Cerz ;aword 
d^zSih@vhRonCer : d^zSi ;aword h@vhRonCer ;aword 
no : no ;aword 
b^tSiIzf@sInetIdwIDD^Cerz : b^tSi ;aword Izf@sInetIdwIDD^Cerz ;aword 
SiklYmz^p@nddWnantuD^kICInCerz@ndhYCErzcl : Si ;aword klYmz^p@nddWnan ;aword tu ;aword D^kICInCerz ;aword @nd ;aword hYCErzcl ;aword 
s^mTIG : s^mTIG ;aword 
SisEd : SisEd ;aword 
itit : itit ;aword 
SiabviIslixsosietsDEmwID : Si ;aword abviIslix ;aword so ;aword siets ;aword DEm ;aword wID ;aword 
itIGsItIGInD^Cerztuit : itIGsItIG ;aword In ;aword D^Cerztuit ;aword 
yRD@tsrYt : yR ;aword D@ts ;aword rYt ;aword 
bUksrYt : bUks ;aword rYt ;aword 
SiabviIslih@zelat^vst^fInD^D^p@tD^b^nibUk : Si ;aword abviIsli ;aword h@z ;aword elat ;aword ^vst^fInD^ ;aword D^p@tD^ ;aword b^ni ;aword bUk ;aword 
yRSih@zD@tbUk@thom : yR ;aword Si ;aword h@z ;aword D@t ;aword bUk@thom ;aword 
yuwRtrYIGtugEthRtuD^bOfr^mD^gRl@nd : yu ;aword wRtrYIG ;aword tugEt ;aword hRtu ;aword D^bOfr^mD^gRl@nd ;aword 
yunoItsItsf^ni : yu ;aword no ;aword Its ;aword Itsf^ni ;aword 
YTctD@tSidEfInItlinuD@tpclw^zpclcr : YTctD@t ;aword SidEfIn ;aword It ;aword linuD@tpclw^zpcl ;aword cr ;aword 
bxkczfcrelcGtYmSizbInkclIGDEmbYDer : bxkczfcrelcGtYmSiz ;aword bIn ;aword kclIGDEmbYDer ;aword 
@ndduIGItkwYtkxnsIstxntli : @nd ;aword duIG ;aword It ;aword kwYtkxnsIstxnt ;aword li ;aword 
EksEpttxdeSikxnfyuzdDEmso : EksEpt ;aword txdeSikxnfyuzdDEm ;aword so ;aword 
b^tyuwRtrYIGtupOntWttuhRD@tw^nw^zebO@nd : b^tyu ;aword wRtrYIG ;aword tupOntWt ;aword tuhR ;aword D@tw^n ;aword w^zebO@nd ;aword 
D@tw^nw^zebO@ndw^nw^zegRl : D@tw^n ;aword w^zebO@ndw^nw^zegRl ;aword 
wElYTIGkD@tbxkczSizstIlSistIlkclz : wEl ;aword YTIGkD@t ;aword bxkczSiz ;aword stIl ;aword Si ;aword stIlkclz ;aword 
soInD^bxgInIGclCIldrInwRbOz : so ;aword In ;aword D^bxgInIGclCIldrInwRbOz ;aword 
@ndnWDeariDRbOzcrgRlzdIpEndIGanYdont : @nd ;aword nW ;aword DeariDRbOzcrgRlzdIpEndIGan ;aword Ydont ;aword 
Yvgats^mTIGfcrhRtuit : Yvgats^mTIG ;aword fcrhRtu ;aword it ;aword 
nWYTIGkSiIzkclIGwEnSisizegRls^mtYmzSi : nW ;aword YTIGk ;aword Si ;aword Iz ;aword kclIG ;aword wEn ;aword Si ;aword sizegRl ;aword s^mtYmzSi ;aword 
ItshardYdontTIGkSirixlidIstIGgwISIzDEm : Its ;aword hardYdontTIGk ;aword Si ;aword rixli ;aword dIstIGgwIS ;aword Iz ;aword DEm ;aword 
SilYksturEdxperIntli@ndSih@delat^vwRdzInD^ : SilYks ;aword tu ;aword rEd ;aword xperInt ;aword li ;aword @nd ;aword Si ;aword h@d ;aword elat ;aword ^vwRdzInD^ ;aword 
d^zSiyusw^n : d^zSi ;aword yusw^n ;aword 
ekom : ekom ;aword 
noYyusekomDo : no ;aword Y ;aword yusekomDo ;aword 
@ndsoSinozD@tYdu@ndD^br^SclDoYyuse : @nd ;aword so ;aword Sinoz ;aword D@t ;aword Ydu ;aword @nd ;aword D^br^SclDoYyu ;aword se ;aword 
SinuD^Egz : Sinu ;aword D^Egz ;aword 
y^p : y^p ;aword 
d^zSiitDoz : d^zSi ;aword itDoz ;aword 
no^h^ : no^h^ ;aword 
b^tSinozw^tDear : b^t ;aword Sinozw^tDear ;aword 
wEl@kCuxliYyuzdtuyusEgzSid^zitEgzYgEs : wEl ;aword @kCuxli ;aword Y ;aword yuzdtu ;aword yu ;aword sEgz ;aword Sid^z ;aword itEgz ;aword YgEs ;aword 
soYyusDEmInkUkIG : so ;aword Y ;aword yus ;aword DEm ;aword InkUkIG ;aword 
yuh@veb@kyardrYt : yu ;aword h@v ;aword eb@kyard ;aword rYt ;aword 
esmclw^nD@tSinEvRrixliplezIn : e ;aword smclw^nD@t ;aword SinEvR ;aword rixli ;aword plezIn ;aword 
Siw^ztckIGxbWtpIkIGflWRzsmElIGflWRz : Siw^z ;aword tckIG ;aword xbWtpIkIGflWRzsmElIGflWRz ;aword 
@thRgr@nm^DRhWzEvritYmwigoDerSi : @thRgr@nm^DR ;aword hWz ;aword EvritYm ;aword wi ;aword go ;aword DerSi ;aword 
fcrm^mi : fcrm^mi ;aword 
d^zSilYktupIkD^flWRz : d^zSi ;aword lYktu ;aword pIkD^flWRz ;aword 
oyR : oyR ;aword 
SilYkstupIkEniTIG : SilYks ;aword tu ;aword pIk ;aword Eni ;aword TIG ;aword 
IfwigoInD^storSilYkstupIklivzcfbUSIz : If ;aword wi ;aword go ;aword In ;aword D^storSi ;aword lYkstu ;aword pIk ;aword livzcfbUSIz ;aword 
SitcktxbWtp@tIGDEm@ndletRxbWtp@tIGD^ : Si ;aword tcktxbWtp@tIG ;aword DEm ;aword @nd ;aword letRxbWtp@tIGD^ ;aword 
p@tIGfcrhRIzwElIfSiznatsxpozdtut^C : p@tIGfcrhR ;aword Iz ;aword wEl ;aword If ;aword Siz ;aword natsxpozdtut^C ;aword 
